RunId;Step;Agent;ResultType;Result
11;10001;48:;AmountOfPositivesProposition;14
11;10001;48:;AmountOfNegativesProposition;8
11;10001;48:;AmountOfRightPositivesProposition;5
11;10001;48:;AmountOfWrongPositivesProposition;0
11;10001;48:;AmountOfRightNegativesProposition;0
11;10001;48:;AmountOfWrongNegativesProposition;0
11;10001;48:;Precission_X;1.0
11;10001;48:;Precission_!X;0
11;10001;48:;Recall_X;1.0
11;10001;48:;Recall_!X;0
11;10001;566:;RewardPos;25
11;10001;566:;RewardNeg;37
11;10001;566:;AmountOfProposition;22
11;10001;566:;AmountOfPositivesProposition;14
11;10001;566:;AmountOfNegativesProposition;8
11;10001;566:;AmountOfRightPositivesProposition;4
11;10001;566:;AmountOfWrongPositivesProposition;0
11;10001;566:;AmountOfRightNegativesProposition;1
11;10001;566:;AmountOfWrongNegativesProposition;0
11;10001;566:;Precission_X;1.0
11;10001;566:;Precission_!X;1.0
11;10001;566:;Recall_X;1.0
11;10001;566:;Recall_!X;1.0
11;10001;488:;RewardPos;39
11;10001;488:;RewardNeg;31
11;10001;488:;AmountOfProposition;22
11;10001;488:;AmountOfPositivesProposition;14
11;10001;488:;AmountOfNegativesProposition;8
11;10001;488:;AmountOfRightPositivesProposition;3
11;10001;488:;AmountOfWrongPositivesProposition;0
11;10001;488:;AmountOfRightNegativesProposition;1
11;10001;488:;AmountOfWrongNegativesProposition;0
11;10001;488:;Precission_X;1.0
11;10001;488:;Precission_!X;1.0
11;10001;488:;Recall_X;1.0
11;10001;488:;Recall_!X;1.0
11;10001;213:;RewardPos;44
11;10001;213:;RewardNeg;0
11;10001;213:;AmountOfProposition;22
11;10001;213:;AmountOfPositivesProposition;14
11;10001;213:;AmountOfNegativesProposition;8
11;10001;213:;AmountOfRightPositivesProposition;0
11;10001;213:;AmountOfWrongPositivesProposition;0
11;10001;213:;AmountOfRightNegativesProposition;1
11;10001;213:;AmountOfWrongNegativesProposition;0
11;10001;213:;Precission_X;0
11;10001;213:;Precission_!X;1.0
11;10001;213:;Recall_X;0
11;10001;213:;Recall_!X;1.0
11;10001;All;AveragePositiveReward;27.5
11;10001;All;AverageNegativeReward;51.7
11;10001;All;Precission_X;0.7833333333333334
11;10001;All;Precission_!X;0.7
11;10001;All;Recall_X;0.7875
11;10001;All;Recall_!X;0.625
11;10001;All;PercentageSurvive;0.7
12;GameOver;4;10001
12;10001;404:;RewardPos;0
12;10001;404:;RewardNeg;167
12;10001;404:;AmountOfProposition;22
12;10001;404:;AmountOfPositivesProposition;16
12;10001;404:;AmountOfNegativesProposition;6
12;10001;404:;AmountOfRightPositivesProposition;7
12;10001;404:;AmountOfWrongPositivesProposition;0
12;10001;404:;AmountOfRightNegativesProposition;0
12;10001;404:;AmountOfWrongNegativesProposition;3
12;10001;404:;Precission_X;1.0
12;10001;404:;Precission_!X;0.0
12;10001;404:;Recall_X;0.7
12;10001;404:;Recall_!X;0
12;10001;709:;RewardPos;0
12;10001;709:;RewardNeg;56
12;10001;709:;AmountOfProposition;22
12;10001;709:;AmountOfPositivesProposition;16
12;10001;709:;AmountOfNegativesProposition;6
12;10001;709:;AmountOfRightPositivesProposition;3
12;10001;709:;AmountOfWrongPositivesProposition;0
12;10001;709:;AmountOfRightNegativesProposition;0
12;10001;709:;AmountOfWrongNegativesProposition;2
12;10001;709:;Precission_X;1.0
12;10001;709:;Precission_!X;0.0
12;10001;709:;Recall_X;0.6
12;10001;709:;Recall_!X;0
12;10001;924:;RewardPos;0
12;10001;924:;RewardNeg;116
12;10001;924:;AmountOfProposition;22
12;10001;924:;AmountOfPositivesProposition;16
12;10001;924:;AmountOfNegativesProposition;6
12;10001;924:;AmountOfRightPositivesProposition;6
12;10001;924:;AmountOfWrongPositivesProposition;0
12;10001;924:;AmountOfRightNegativesProposition;0
12;10001;924:;AmountOfWrongNegativesProposition;2
12;10001;924:;Precission_X;1.0
12;10001;924:;Precission_!X;0.0
12;10001;924:;Recall_X;0.75
12;10001;924:;Recall_!X;0
12;10001;895:;RewardPos;38
12;10001;895:;RewardNeg;127
12;10001;895:;AmountOfProposition;22
12;10001;895:;AmountOfPositivesProposition;16
12;10001;895:;AmountOfNegativesProposition;6
12;10001;895:;AmountOfRightPositivesProposition;7
12;10001;895:;AmountOfWrongPositivesProposition;0
12;10001;895:;AmountOfRightNegativesProposition;1
12;10001;895:;AmountOfWrongNegativesProposition;1
12;10001;895:;Precission_X;1.0
12;10001;895:;Precission_!X;0.5
12;10001;895:;Recall_X;0.875
12;10001;895:;Recall_!X;1.0
12;10001;154:;RewardPos;43
12;10001;154:;RewardNeg;18
12;10001;154:;AmountOfProposition;22
12;10001;154:;AmountOfPositivesProposition;16
12;10001;154:;AmountOfNegativesProposition;6
12;10001;154:;AmountOfRightPositivesProposition;1
12;10001;154:;AmountOfWrongPositivesProposition;0
12;10001;154:;AmountOfRightNegativesProposition;1
12;10001;154:;AmountOfWrongNegativesProposition;0
12;10001;154:;Precission_X;1.0
12;10001;154:;Precission_!X;1.0
12;10001;154:;Recall_X;1.0
12;10001;154:;Recall_!X;1.0
12;10001;196:;RewardPos;50
12;10001;196:;RewardNeg;115
12;10001;196:;AmountOfProposition;22
12;10001;196:;AmountOfPositivesProposition;16
12;10001;196:;AmountOfNegativesProposition;6
12;10001;196:;AmountOfRightPositivesProposition;10
12;10001;196:;AmountOfWrongPositivesProposition;0
12;10001;196:;AmountOfRightNegativesProposition;1
12;10001;196:;AmountOfWrongNegativesProposition;3
12;10001;196:;Precission_X;1.0
12;10001;196:;Precission_!X;0.25
12;10001;196:;Recall_X;0.7692307692307693
12;10001;196:;Recall_!X;1.0
12;10001;697:;RewardPos;0
12;10001;697:;RewardNeg;186
12;10001;697:;AmountOfProposition;22
12;10001;697:;AmountOfPositivesProposition;16
12;10001;697:;AmountOfNegativesProposition;6
12;10001;697:;AmountOfRightPositivesProposition;5
12;10001;697:;AmountOfWrongPositivesProposition;0
12;10001;697:;AmountOfRightNegativesProposition;0
12;10001;697:;AmountOfWrongNegativesProposition;1
12;10001;697:;Precission_X;1.0
12;10001;697:;Precission_!X;0.0
12;10001;697:;Recall_X;0.8333333333333334
12;10001;697:;Recall_!X;0
12;10001;489:;RewardPos;19
12;10001;489:;RewardNeg;0
12;10001;489:;AmountOfProposition;22
12;10001;489:;AmountOfPositivesProposition;16
12;10001;489:;AmountOfNegativesProposition;6
12;10001;489:;AmountOfRightPositivesProposition;0
12;10001;489:;AmountOfWrongPositivesProposition;0
12;10001;489:;AmountOfRightNegativesProposition;1
12;10001;489:;AmountOfWrongNegativesProposition;0
12;10001;489:;Precission_X;0
12;10001;489:;Precission_!X;1.0
12;10001;489:;Recall_X;0
12;10001;489:;Recall_!X;1.0
12;10001;902:;RewardPos;0
12;10001;902:;RewardNeg;32
12;10001;902:;AmountOfProposition;22
12;10001;902:;AmountOfPositivesProposition;16
12;10001;902:;AmountOfNegativesProposition;6
12;10001;902:;AmountOfRightPositivesProposition;2
12;10001;902:;AmountOfWrongPositivesProposition;0
12;10001;902:;AmountOfRightNegativesProposition;0
12;10001;902:;AmountOfWrongNegativesProposition;1
12;10001;902:;Precission_X;1.0
12;10001;902:;Precission_!X;0.0
12;10001;902:;Recall_X;0.6666666666666666
12;10001;902:;Recall_!X;0
12;10001;225:;RewardPos;0
12;10001;225:;RewardNeg;24
12;10001;225:;AmountOfProposition;22
12;10001;225:;AmountOfPositivesProposition;16
12;10001;225:;AmountOfNegativesProposition;6
12;10001;225:;AmountOfRightPositivesProposition;1
12;10001;225:;AmountOfWrongPositivesProposition;0
12;10001;225:;AmountOfRightNegativesProposition;0
12;10001;225:;AmountOfWrongNegativesProposition;0
12;10001;225:;Precission_X;1.0
12;10001;225:;Precission_!X;0
12;10001;225:;Recall_X;1.0
12;10001;225:;Recall_!X;0
12;10001;All;AveragePositiveReward;15.0
12;10001;All;AverageNegativeReward;84.1
12;10001;All;Precission_X;0.9
12;10001;All;Precission_!X;0.275
12;10001;All;Recall_X;0.7194230769230769
12;10001;All;Recall_!X;0.4
12;10001;All;PercentageSurvive;0.4
13;GameOver;8;10001
13;10001;792:;RewardPos;0
13;10001;792:;RewardNeg;179
13;10001;792:;AmountOfProposition;24
13;10001;792:;AmountOfPositivesProposition;9
13;10001;792:;AmountOfNegativesProposition;15
13;10001;792:;AmountOfRightPositivesProposition;6
13;10001;792:;AmountOfWrongPositivesProposition;0
13;10001;792:;AmountOfRightNegativesProposition;0
13;10001;792:;AmountOfWrongNegativesProposition;2
13;10001;792:;Precission_X;1.0
13;10001;792:;Precission_!X;0.0
13;10001;792:;Recall_X;0.75
13;10001;792:;Recall_!X;0
13;10001;12:;RewardPos;41
13;10001;12:;RewardNeg;25
13;10001;12:;AmountOfProposition;24
13;10001;12:;AmountOfPositivesProposition;9
13;10001;12:;AmountOfNegativesProposition;15
13;10001;12:;AmountOfRightPositivesProposition;1
13;10001;12:;AmountOfWrongPositivesProposition;1
13;10001;12:;AmountOfRightNegativesProposition;3
13;10001;12:;AmountOfWrongNegativesProposition;0
13;10001;12:;Precission_X;0.5
13;10001;12:;Precission_!X;1.0
13;10001;12:;Recall_X;1.0
13;10001;12:;Recall_!X;0.75
13;10001;963:;RewardPos;20
13;10001;963:;RewardNeg;0
13;10001;963:;AmountOfProposition;24
13;10001;963:;AmountOfPositivesProposition;9
13;10001;963:;AmountOfNegativesProposition;15
13;10001;963:;AmountOfRightPositivesProposition;0
13;10001;963:;AmountOfWrongPositivesProposition;0
13;10001;963:;AmountOfRightNegativesProposition;1
13;10001;963:;AmountOfWrongNegativesProposition;0
13;10001;963:;Precission_X;0
13;10001;963:;Precission_!X;1.0
13;10001;963:;Recall_X;0
13;10001;963:;Recall_!X;1.0
13;10001;558:;RewardPos;28
13;10001;558:;RewardNeg;0
13;10001;558:;AmountOfProposition;24
13;10001;558:;AmountOfPositivesProposition;9
13;10001;558:;AmountOfNegativesProposition;15
13;10001;558:;AmountOfRightPositivesProposition;0
13;10001;558:;AmountOfWrongPositivesProposition;0
13;10001;558:;AmountOfRightNegativesProposition;1
13;10001;558:;AmountOfWrongNegativesProposition;0
13;10001;558:;Precission_X;0
13;10001;558:;Precission_!X;1.0
13;10001;558:;Recall_X;0
13;10001;558:;Recall_!X;1.0
13;10001;34:;RewardPos;47
13;10001;34:;RewardNeg;8
13;10001;34:;AmountOfProposition;24
13;10001;34:;AmountOfPositivesProposition;9
13;10001;34:;AmountOfNegativesProposition;15
13;10001;34:;AmountOfRightPositivesProposition;1
13;10001;34:;AmountOfWrongPositivesProposition;0
13;10001;34:;AmountOfRightNegativesProposition;2
13;10001;34:;AmountOfWrongNegativesProposition;0
13;10001;34:;Precission_X;1.0
13;10001;34:;Precission_!X;1.0
13;10001;34:;Recall_X;1.0
13;10001;34:;Recall_!X;1.0
13;10001;214:;RewardPos;44
13;10001;214:;RewardNeg;0
13;10001;214:;AmountOfProposition;24
13;10001;214:;AmountOfPositivesProposition;9
13;10001;214:;AmountOfNegativesProposition;15
13;10001;214:;AmountOfRightPositivesProposition;0
13;10001;214:;AmountOfWrongPositivesProposition;0
13;10001;214:;AmountOfRightNegativesProposition;2
13;10001;214:;AmountOfWrongNegativesProposition;0
13;10001;214:;Precission_X;0
13;10001;214:;Precission_!X;1.0
13;10001;214:;Recall_X;0
13;10001;214:;Recall_!X;1.0
13;10001;977:;RewardPos;24
13;10001;977:;RewardNeg;0
13;10001;977:;AmountOfProposition;24
13;10001;977:;AmountOfPositivesProposition;9
13;10001;977:;AmountOfNegativesProposition;15
13;10001;977:;AmountOfRightPositivesProposition;0
13;10001;977:;AmountOfWrongPositivesProposition;0
13;10001;977:;AmountOfRightNegativesProposition;1
13;10001;977:;AmountOfWrongNegativesProposition;0
13;10001;977:;Precission_X;0
13;10001;977:;Precission_!X;1.0
13;10001;977:;Recall_X;0
13;10001;977:;Recall_!X;1.0
13;10001;38:;RewardPos;40
13;10001;38:;RewardNeg;0
13;10001;38:;AmountOfProposition;24
13;10001;38:;AmountOfPositivesProposition;9
13;10001;38:;AmountOfNegativesProposition;15
13;10001;38:;AmountOfRightPositivesProposition;0
13;10001;38:;AmountOfWrongPositivesProposition;2
13;10001;38:;AmountOfRightNegativesProposition;4
13;10001;38:;AmountOfWrongNegativesProposition;0
13;10001;38:;Precission_X;0.0
13;10001;38:;Precission_!X;1.0
13;10001;38:;Recall_X;0
13;10001;38:;Recall_!X;0.6666666666666666
13;10001;506:;RewardPos;0
13;10001;506:;RewardNeg;84
13;10001;506:;AmountOfProposition;24
13;10001;506:;AmountOfPositivesProposition;9
13;10001;506:;AmountOfNegativesProposition;15
13;10001;506:;AmountOfRightPositivesProposition;4
13;10001;506:;AmountOfWrongPositivesProposition;0
13;10001;506:;AmountOfRightNegativesProposition;0
13;10001;506:;AmountOfWrongNegativesProposition;4
13;10001;506:;Precission_X;1.0
13;10001;506:;Precission_!X;0.0
13;10001;506:;Recall_X;0.5
13;10001;506:;Recall_!X;0
13;10001;271:;RewardPos;43
13;10001;271:;RewardNeg;0
13;10001;271:;AmountOfProposition;24
13;10001;271:;AmountOfPositivesProposition;9
13;10001;271:;AmountOfNegativesProposition;15
13;10001;271:;AmountOfRightPositivesProposition;0
13;10001;271:;AmountOfWrongPositivesProposition;1
13;10001;271:;AmountOfRightNegativesProposition;3
13;10001;271:;AmountOfWrongNegativesProposition;0
13;10001;271:;Precission_X;0.0
13;10001;271:;Precission_!X;1.0
13;10001;271:;Recall_X;0
13;10001;271:;Recall_!X;0.75
13;10001;All;AveragePositiveReward;28.7
13;10001;All;AverageNegativeReward;29.6
13;10001;All;Precission_X;0.35
13;10001;All;Precission_!X;0.8
13;10001;All;Recall_X;0.325
13;10001;All;Recall_!X;0.7166666666666667
13;10001;All;PercentageSurvive;0.8
14;GameOver;10;10001
14;10001;611:;RewardPos;26
14;10001;611:;RewardNeg;16
14;10001;611:;AmountOfProposition;26
14;10001;611:;AmountOfPositivesProposition;13
14;10001;611:;AmountOfNegativesProposition;13
14;10001;611:;AmountOfRightPositivesProposition;1
14;10001;611:;AmountOfWrongPositivesProposition;0
14;10001;611:;AmountOfRightNegativesProposition;4
14;10001;611:;AmountOfWrongNegativesProposition;0
14;10001;611:;Precission_X;1.0
14;10001;611:;Precission_!X;1.0
14;10001;611:;Recall_X;1.0
14;10001;611:;Recall_!X;1.0
14;10001;652:;RewardPos;20
14;10001;652:;RewardNeg;29
14;10001;652:;AmountOfProposition;26
14;10001;652:;AmountOfPositivesProposition;13
14;10001;652:;AmountOfNegativesProposition;13
14;10001;652:;AmountOfRightPositivesProposition;2
14;10001;652:;AmountOfWrongPositivesProposition;0
14;10001;652:;AmountOfRightNegativesProposition;0
14;10001;652:;AmountOfWrongNegativesProposition;2
14;10001;652:;Precission_X;1.0
14;10001;652:;Precission_!X;0.0
14;10001;652:;Recall_X;0.5
14;10001;652:;Recall_!X;0
14;10001;194:;RewardPos;43
14;10001;194:;RewardNeg;0
14;10001;194:;AmountOfProposition;26
14;10001;194:;AmountOfPositivesProposition;13
14;10001;194:;AmountOfNegativesProposition;13
14;10001;194:;AmountOfRightPositivesProposition;0
14;10001;194:;AmountOfWrongPositivesProposition;1
14;10001;194:;AmountOfRightNegativesProposition;2
14;10001;194:;AmountOfWrongNegativesProposition;0
14;10001;194:;Precission_X;0.0
14;10001;194:;Precission_!X;1.0
14;10001;194:;Recall_X;0
14;10001;194:;Recall_!X;0.6666666666666666
14;10001;351:;RewardPos;25
14;10001;351:;RewardNeg;23
14;10001;351:;AmountOfProposition;26
14;10001;351:;AmountOfPositivesProposition;13
14;10001;351:;AmountOfNegativesProposition;13
14;10001;351:;AmountOfRightPositivesProposition;2
14;10001;351:;AmountOfWrongPositivesProposition;2
14;10001;351:;AmountOfRightNegativesProposition;4
14;10001;351:;AmountOfWrongNegativesProposition;0
14;10001;351:;Precission_X;0.5
14;10001;351:;Precission_!X;1.0
14;10001;351:;Recall_X;1.0
14;10001;351:;Recall_!X;0.6666666666666666
14;10001;433:;RewardPos;43
14;10001;433:;RewardNeg;24
14;10001;433:;AmountOfProposition;26
14;10001;433:;AmountOfPositivesProposition;13
14;10001;433:;AmountOfNegativesProposition;13
14;10001;433:;AmountOfRightPositivesProposition;2
14;10001;433:;AmountOfWrongPositivesProposition;1
14;10001;433:;AmountOfRightNegativesProposition;2
14;10001;433:;AmountOfWrongNegativesProposition;0
14;10001;433:;Precission_X;0.6666666666666666
14;10001;433:;Precission_!X;1.0
14;10001;433:;Recall_X;1.0
14;10001;433:;Recall_!X;0.6666666666666666
14;10001;108:;RewardPos;50
14;10001;108:;RewardNeg;24
14;10001;108:;AmountOfProposition;26
14;10001;108:;AmountOfPositivesProposition;13
14;10001;108:;AmountOfNegativesProposition;13
14;10001;108:;AmountOfRightPositivesProposition;1
14;10001;108:;AmountOfWrongPositivesProposition;0
14;10001;108:;AmountOfRightNegativesProposition;1
14;10001;108:;AmountOfWrongNegativesProposition;0
14;10001;108:;Precission_X;1.0
14;10001;108:;Precission_!X;1.0
14;10001;108:;Recall_X;1.0
14;10001;108:;Recall_!X;1.0
14;10001;654:;RewardPos;39
14;10001;654:;RewardNeg;0
14;10001;654:;AmountOfProposition;26
14;10001;654:;AmountOfPositivesProposition;13
14;10001;654:;AmountOfNegativesProposition;13
14;10001;654:;AmountOfRightPositivesProposition;0
14;10001;654:;AmountOfWrongPositivesProposition;2
14;10001;654:;AmountOfRightNegativesProposition;2
14;10001;654:;AmountOfWrongNegativesProposition;0
14;10001;654:;Precission_X;0.0
14;10001;654:;Precission_!X;1.0
14;10001;654:;Recall_X;0
14;10001;654:;Recall_!X;0.5
14;10001;627:;RewardPos;21
14;10001;627:;RewardNeg;20
14;10001;627:;AmountOfProposition;26
14;10001;627:;AmountOfPositivesProposition;13
14;10001;627:;AmountOfNegativesProposition;13
14;10001;627:;AmountOfRightPositivesProposition;1
14;10001;627:;AmountOfWrongPositivesProposition;0
14;10001;627:;AmountOfRightNegativesProposition;1
14;10001;627:;AmountOfWrongNegativesProposition;0
14;10001;627:;Precission_X;1.0
14;10001;627:;Precission_!X;1.0
14;10001;627:;Recall_X;1.0
14;10001;627:;Recall_!X;1.0
14;10001;58:;RewardPos;50
14;10001;58:;RewardNeg;51
14;10001;58:;AmountOfProposition;26
14;10001;58:;AmountOfPositivesProposition;13
14;10001;58:;AmountOfNegativesProposition;13
14;10001;58:;AmountOfRightPositivesProposition;3
14;10001;58:;AmountOfWrongPositivesProposition;0
14;10001;58:;AmountOfRightNegativesProposition;0
14;10001;58:;AmountOfWrongNegativesProposition;3
14;10001;58:;Precission_X;1.0
14;10001;58:;Precission_!X;0.0
14;10001;58:;Recall_X;0.5
14;10001;58:;Recall_!X;0
14;10001;687:;RewardPos;36
14;10001;687:;RewardNeg;43
14;10001;687:;AmountOfProposition;26
14;10001;687:;AmountOfPositivesProposition;13
14;10001;687:;AmountOfNegativesProposition;13
14;10001;687:;AmountOfRightPositivesProposition;6
14;10001;687:;AmountOfWrongPositivesProposition;0
14;10001;687:;AmountOfRightNegativesProposition;0
14;10001;687:;AmountOfWrongNegativesProposition;7
14;10001;687:;Precission_X;1.0
14;10001;687:;Precission_!X;0.0
14;10001;687:;Recall_X;0.46153846153846156
14;10001;687:;Recall_!X;0
14;10001;All;AveragePositiveReward;35.3
14;10001;All;AverageNegativeReward;23.0
14;10001;All;Precission_X;0.7166666666666666
14;10001;All;Precission_!X;0.7
14;10001;All;Recall_X;0.6461538461538462
14;10001;All;Recall_!X;0.55
14;10001;All;PercentageSurvive;1.0
15;GameOver;10;10001
15;10001;798:;RewardPos;39
15;10001;798:;RewardNeg;0
15;10001;798:;AmountOfProposition;22
15;10001;798:;AmountOfPositivesProposition;9
15;10001;798:;AmountOfNegativesProposition;13
15;10001;798:;AmountOfRightPositivesProposition;0
15;10001;798:;AmountOfWrongPositivesProposition;0
15;10001;798:;AmountOfRightNegativesProposition;2
15;10001;798:;AmountOfWrongNegativesProposition;0
15;10001;798:;Precission_X;0
15;10001;798:;Precission_!X;1.0
15;10001;798:;Recall_X;0
15;10001;798:;Recall_!X;1.0
15;10001;563:;RewardPos;43
15;10001;563:;RewardNeg;85
15;10001;563:;AmountOfProposition;22
15;10001;563:;AmountOfPositivesProposition;9
15;10001;563:;AmountOfNegativesProposition;13
15;10001;563:;AmountOfRightPositivesProposition;1
15;10001;563:;AmountOfWrongPositivesProposition;0
15;10001;563:;AmountOfRightNegativesProposition;1
15;10001;563:;AmountOfWrongNegativesProposition;2
15;10001;563:;Precission_X;1.0
15;10001;563:;Precission_!X;0.3333333333333333
15;10001;563:;Recall_X;0.3333333333333333
15;10001;563:;Recall_!X;1.0
15;10001;843:;RewardPos;49
15;10001;843:;RewardNeg;39
15;10001;843:;AmountOfProposition;22
15;10001;843:;AmountOfPositivesProposition;9
15;10001;843:;AmountOfNegativesProposition;13
15;10001;843:;AmountOfRightPositivesProposition;3
15;10001;843:;AmountOfWrongPositivesProposition;0
15;10001;843:;AmountOfRightNegativesProposition;1
15;10001;843:;AmountOfWrongNegativesProposition;0
15;10001;843:;Precission_X;1.0
15;10001;843:;Precission_!X;1.0
15;10001;843:;Recall_X;1.0
15;10001;843:;Recall_!X;1.0
15;10001;924:;RewardPos;28
15;10001;924:;RewardNeg;21
15;10001;924:;AmountOfProposition;22
15;10001;924:;AmountOfPositivesProposition;9
15;10001;924:;AmountOfNegativesProposition;13
15;10001;924:;AmountOfRightPositivesProposition;1
15;10001;924:;AmountOfWrongPositivesProposition;0
15;10001;924:;AmountOfRightNegativesProposition;1
15;10001;924:;AmountOfWrongNegativesProposition;0
15;10001;924:;Precission_X;1.0
15;10001;924:;Precission_!X;1.0
15;10001;924:;Recall_X;1.0
15;10001;924:;Recall_!X;1.0
15;10001;521:;RewardPos;28
15;10001;521:;RewardNeg;32
15;10001;521:;AmountOfProposition;22
15;10001;521:;AmountOfPositivesProposition;9
15;10001;521:;AmountOfNegativesProposition;13
15;10001;521:;AmountOfRightPositivesProposition;2
15;10001;521:;AmountOfWrongPositivesProposition;0
15;10001;521:;AmountOfRightNegativesProposition;1
15;10001;521:;AmountOfWrongNegativesProposition;1
15;10001;521:;Precission_X;1.0
15;10001;521:;Precission_!X;0.5
15;10001;521:;Recall_X;0.6666666666666666
15;10001;521:;Recall_!X;1.0
15;10001;825:;RewardPos;52
15;10001;825:;RewardNeg;0
15;10001;825:;AmountOfProposition;22
15;10001;825:;AmountOfPositivesProposition;9
15;10001;825:;AmountOfNegativesProposition;13
15;10001;825:;AmountOfRightPositivesProposition;0
15;10001;825:;AmountOfWrongPositivesProposition;0
15;10001;825:;AmountOfRightNegativesProposition;2
15;10001;825:;AmountOfWrongNegativesProposition;0
15;10001;825:;Precission_X;0
15;10001;825:;Precission_!X;1.0
15;10001;825:;Recall_X;0
15;10001;825:;Recall_!X;1.0
15;10001;275:;RewardPos;32
15;10001;275:;RewardNeg;36
15;10001;275:;AmountOfProposition;22
15;10001;275:;AmountOfPositivesProposition;9
15;10001;275:;AmountOfNegativesProposition;13
15;10001;275:;AmountOfRightPositivesProposition;3
15;10001;275:;AmountOfWrongPositivesProposition;0
15;10001;275:;AmountOfRightNegativesProposition;1
15;10001;275:;AmountOfWrongNegativesProposition;0
15;10001;275:;Precission_X;1.0
15;10001;275:;Precission_!X;1.0
15;10001;275:;Recall_X;1.0
15;10001;275:;Recall_!X;1.0
15;10001;255:;RewardPos;50
15;10001;255:;RewardNeg;19
15;10001;255:;AmountOfProposition;22
15;10001;255:;AmountOfPositivesProposition;9
15;10001;255:;AmountOfNegativesProposition;13
15;10001;255:;AmountOfRightPositivesProposition;1
15;10001;255:;AmountOfWrongPositivesProposition;0
15;10001;255:;AmountOfRightNegativesProposition;5
15;10001;255:;AmountOfWrongNegativesProposition;0
15;10001;255:;Precission_X;1.0
15;10001;255:;Precission_!X;1.0
15;10001;255:;Recall_X;1.0
15;10001;255:;Recall_!X;1.0
15;10001;428:;RewardPos;35
15;10001;428:;RewardNeg;32
15;10001;428:;AmountOfProposition;22
15;10001;428:;AmountOfPositivesProposition;9
15;10001;428:;AmountOfNegativesProposition;13
15;10001;428:;AmountOfRightPositivesProposition;4
15;10001;428:;AmountOfWrongPositivesProposition;0
15;10001;428:;AmountOfRightNegativesProposition;1
15;10001;428:;AmountOfWrongNegativesProposition;2
15;10001;428:;Precission_X;1.0
15;10001;428:;Precission_!X;0.3333333333333333
15;10001;428:;Recall_X;0.6666666666666666
15;10001;428:;Recall_!X;1.0
15;10001;778:;RewardPos;43
15;10001;778:;RewardNeg;41
15;10001;778:;AmountOfProposition;22
15;10001;778:;AmountOfPositivesProposition;9
15;10001;778:;AmountOfNegativesProposition;13
15;10001;778:;AmountOfRightPositivesProposition;2
15;10001;778:;AmountOfWrongPositivesProposition;0
15;10001;778:;AmountOfRightNegativesProposition;0
15;10001;778:;AmountOfWrongNegativesProposition;1
15;10001;778:;Precission_X;1.0
15;10001;778:;Precission_!X;0.0
15;10001;778:;Recall_X;0.6666666666666666
15;10001;778:;Recall_!X;0
15;10001;All;AveragePositiveReward;39.9
15;10001;All;AverageNegativeReward;30.5
15;10001;All;Precission_X;0.8
15;10001;All;Precission_!X;0.7166666666666666
15;10001;All;Recall_X;0.6333333333333334
15;10001;All;Recall_!X;0.9
15;10001;All;PercentageSurvive;1.0
16;GameOver;10;10001
16;10001;82:;RewardPos;27
16;10001;82:;RewardNeg;0
16;10001;82:;AmountOfProposition;20
16;10001;82:;AmountOfPositivesProposition;5
16;10001;82:;AmountOfNegativesProposition;15
16;10001;82:;AmountOfRightPositivesProposition;0
16;10001;82:;AmountOfWrongPositivesProposition;0
16;10001;82:;AmountOfRightNegativesProposition;2
16;10001;82:;AmountOfWrongNegativesProposition;0
16;10001;82:;Precission_X;0
16;10001;82:;Precission_!X;1.0
16;10001;82:;Recall_X;0
16;10001;82:;Recall_!X;1.0
16;10001;505:;RewardPos;34
16;10001;505:;RewardNeg;0
16;10001;505:;AmountOfProposition;20
16;10001;505:;AmountOfPositivesProposition;5
16;10001;505:;AmountOfNegativesProposition;15
16;10001;505:;AmountOfRightPositivesProposition;0
16;10001;505:;AmountOfWrongPositivesProposition;0
16;10001;505:;AmountOfRightNegativesProposition;1
16;10001;505:;AmountOfWrongNegativesProposition;0
16;10001;505:;Precission_X;0
16;10001;505:;Precission_!X;1.0
16;10001;505:;Recall_X;0
16;10001;505:;Recall_!X;1.0
16;10001;313:;RewardPos;36
16;10001;313:;RewardNeg;0
16;10001;313:;AmountOfProposition;20
16;10001;313:;AmountOfPositivesProposition;5
16;10001;313:;AmountOfNegativesProposition;15
16;10001;313:;AmountOfRightPositivesProposition;0
16;10001;313:;AmountOfWrongPositivesProposition;1
16;10001;313:;AmountOfRightNegativesProposition;2
16;10001;313:;AmountOfWrongNegativesProposition;0
16;10001;313:;Precission_X;0.0
16;10001;313:;Precission_!X;1.0
16;10001;313:;Recall_X;0
16;10001;313:;Recall_!X;0.6666666666666666
16;10001;507:;RewardPos;32
16;10001;507:;RewardNeg;0
16;10001;507:;AmountOfProposition;20
16;10001;507:;AmountOfPositivesProposition;5
16;10001;507:;AmountOfNegativesProposition;15
16;10001;507:;AmountOfRightPositivesProposition;0
16;10001;507:;AmountOfWrongPositivesProposition;0
16;10001;507:;AmountOfRightNegativesProposition;3
16;10001;507:;AmountOfWrongNegativesProposition;0
16;10001;507:;Precission_X;0
16;10001;507:;Precission_!X;1.0
16;10001;507:;Recall_X;0
16;10001;507:;Recall_!X;1.0
16;10001;365:;RewardPos;25
16;10001;365:;RewardNeg;0
16;10001;365:;AmountOfProposition;20
16;10001;365:;AmountOfPositivesProposition;5
16;10001;365:;AmountOfNegativesProposition;15
16;10001;365:;AmountOfRightPositivesProposition;0
